model,dataset,windows,MAPE,MAE,RMSE,NMAE,univariate
linear_regression_univariate,sequential/cifar100_timeseries_csvs,3,2279.0937012337295,1.4636261573967397,2.2403835683068363,12.242159723626443,1.0
linear_regression_univariate,sequential/KITTI,3,209.69765779675367,379.5807208668136,483.24168951957137,0.7093536707361716,1.0
linear_regression_univariate,sequential/ant_csv_out,3,1871.6730747735928,0.5300082055039671,1.1396494860893627,32.70330313347221,1.0
linear_regression_univariate,sequential/hopper_csv_out,3,121817.72028873024,3.532857740164149,4.013560243027957,7.074726674074473,1.0
linear_regression_univariate,sequential/spriteworld,3,653.385654492673,6.268019240252954,6.8253243140915485,-4.377562227877067,1.0
linear_regression_univariate,sequential/walker2d_csv_out,3,587.2624729033587,9.927035663996646,11.332232435557865,-2.1782517966772517,1.0
linear_regression_univariate,sequential/cheetah_csv_out,3,135.9230678728902,5.876659316257045,7.449224009874364,-65.14256421081593,1.0
linear_regression_univariate,sequential/openwebtext_timeseries_csvs,3,249.43768911637176,0.8890183342257368,0.9427919333951661,-2.4150442591404366,1.0
linear_regression_univariate,synthetic/synthetic_scm/large_convlag_synin_s,3,8818.86668101698,2.4894026852081264,2.897011903901785,-4.768512217429952,1.0
linear_regression_univariate,synthetic/synthetic_scm/medium_convlag_synin_s,3,507.9496811377455,1.4273027686431323,1.6173187701730143,-4.169325633809899,1.0
linear_regression_univariate,synthetic/synthetic_scm/medium_obslag_synin_s,3,281.23537305879194,0.9947231351181611,1.0835340964986295,-1.978365838244357,1.0
linear_regression_univariate,synthetic/synthetic_scm/tiny_convlag_synin_ns,3,302.154659209042,1.7698409547655256,1.9196472258370527,-1.9860094921290619,1.0
linear_regression_univariate,synthetic/synthetic_scm/tiny_obslag_synin_ns,3,267.98851928419623,0.8331267775882805,1.0316539188027243,-13.340293658774035,1.0
linear_regression_univariate,synthetic/dynamic_data_csvs,3,104.56711423539127,0.9511087366662113,1.1869397831629365,33.06285538042009,1.0
linear_regression_univariate,traditional/solar_alabama,3,883.2005596271187,7.80254188311721,9.786131073171639,2.0137903501130467,1.0
linear_regression_univariate,traditional/ecl,3,107.23701268315813,6.317912124927537,7.640376275163095,0.5293581321206963,1.0
linear_regression_univariate,traditional/ny_electricity2025,3,10.847894671422187,1682.3195708090159,2015.834142944622,0.1090734261669728,1.0
linear_regression_univariate,traditional/daily_electricity/al_daily,3,21.24843888940548,135945.7047903123,163835.40760559353,0.21211662343932555,1.0
linear_regression_univariate,traditional/daily_electricity/az_daily,3,65.15658976955523,18300.020454774538,21473.706451102527,0.500716376962281,1.0
linear_regression_univariate,traditional/daily_electricity/cal_daily,3,16.07308389425948,122828.05703580119,141317.70840260058,0.16084611730033407,1.0
linear_regression_univariate,traditional/daily_electricity/car_daily,3,17.898878915289668,118631.49808827888,144460.79097732625,0.1915458757905383,1.0
linear_regression_univariate,traditional/daily_electricity/co_daily,3,14.404287832147714,18958.891961455734,22142.73300888225,0.14996295354650768,1.0
linear_regression_univariate,traditional/daily_electricity/ne_daily,3,20.830579135388763,72218.12622251619,83466.39042245942,0.22032677258512856,1.0
linear_regression_univariate,traditional/daily_electricity/nm_daily,3,12.962679300024554,5503.590848959364,6651.645732178986,0.13742371709702528,1.0
linear_regression_univariate,traditional/daily_electricity/ny_daily,3,17.020005397301706,77220.99027676314,93833.0902338837,0.18270384170936535,1.0
linear_regression_univariate,traditional/daily_electricity/pa_daily,3,18.197686273892774,432320.9102333698,513980.5981837332,0.19426931477077702,1.0
linear_regression_univariate,traditional/daily_electricity/tn_daily,3,19.239784949060027,91987.07201305771,111132.9651540155,0.205728926869205,1.0
linear_regression_univariate,traditional/daily_electricity/tx_daily,3,28.535272530283365,306068.0043593333,352353.2905761075,0.27097895625201845,1.0
linear_regression_univariate,traditional/ercot_load,3,14.585733270195888,1129.4019260794523,1340.262276607131,0.14337680530696648,1.0
linear_regression_univariate,traditional/mds_microgrid,3,50.095477651245695,0.09332063323009172,0.11394715822068903,-0.43629184898504264,1.0
linear_regression_univariate,traditional/europe_electricity/central_electricity,3,12.527736594949138,0.47097944445332884,0.5470020995714013,0.12161986550329341,1.0
linear_regression_univariate,traditional/europe_electricity/eastern_electricity,3,19.386498030062825,0.2809580695551391,0.31987490962909443,0.17626380561559904,1.0
linear_regression_univariate,traditional/europe_electricity/northern_electricity,3,17.254730837602313,1.2497416054733326,1.4432327433598735,0.15847260173770508,1.0
linear_regression_univariate,traditional/europe_electricity/southern_electricity,3,6.606910840225416,1.562162331157298,1.965831659785718,0.06532396883855035,1.0
linear_regression_univariate,traditional/europe_electricity/western_electricity,3,7.721789990511763,1.0826768053896185,1.2570365325335457,0.07503903439473569,1.0
linear_regression_univariate,traditional/hourly_electricity/az_electricity,3,14.884739154314166,1711.2300565053804,2070.6264470908436,0.14879863580062383,1.0
linear_regression_univariate,traditional/hourly_electricity/id_electricity,3,13.22672446229848,215.85662125096187,253.84608353955886,0.1286814094687061,1.0
linear_regression_univariate,traditional/hourly_electricity/pa_electricity,3,10.423936326789358,8437.828497864059,10161.11781985293,0.10156533321087124,1.0
linear_regression_univariate,traditional/hourly_electricity/tx_electricity,3,10.676544155619984,5147.314715709214,6333.386024851822,0.10694218547325689,1.0
linear_regression_univariate,traditional/hourly_electricity/cal_electricity,3,12.979890394580096,3390.455978343911,3948.623895824479,0.12597715405544377,1.0
linear_regression_univariate,traditional/hourly_electricity/ne_electricity,3,14.312719818179465,1677.5212039689784,2046.706222697916,0.1398903561747438,1.0
linear_regression_univariate,traditional/hourly_electricity/se_electricity,3,11.305849755096105,2350.145255481777,2940.4255358888827,0.1045572707837158,1.0
linear_regression_univariate,traditional/hourly_electricity/car_electricity,3,9.590424856739201,1949.3312806136094,2481.3890365126113,0.09096959174491105,1.0
linear_regression_univariate,traditional/hourly_electricity/or_electricity,3,14.369185812158753,343.48023650530695,399.97333954186706,0.13818572714973013,1.0
linear_regression_univariate,traditional/hourly_electricity/tn_electricity,3,13.082783804874348,1950.3133561244958,2302.2015749847365,0.12345128690057842,1.0
linear_regression_univariate,traditional/aus_electricity_nsw,3,498.71214987557164,176.66943790402502,184.3393568955369,2.9051899932732543,1.0
linear_regression_univariate,traditional/aus_electricity_qld,3,319.92819704680204,106.50179181594332,119.380163661851,1.8787513614693045,1.0
linear_regression_univariate,traditional/fl_electricity,3,34.95868111295626,219812.47536921347,267609.1549248153,0.30825817583386356,1.0
linear_regression_univariate,traditional/walmart-sales,3,66.88435711609283,463151.99384256476,549500.8861302425,0.44646063723136425,1.0
linear_regression_univariate,traditional/rice_prices,2,25.61271801878614,40.22793516317758,59.385257869143565,0.3227787934979185,1.0
linear_regression_univariate,traditional/blow_molding,1,30.027843680644807,16.786078465474,21.53223922008106,0.2283482506023374,1.0
linear_regression_univariate,traditional/gold_prices,1,131.3054366826758,10964.352052176802,13186.743867122339,0.5627552110804128,1.0
linear_regression_univariate,traditional/pasta_sales,3,47.226571730154184,1.063696710534139,1.3777663944473788,1.0163312786859555,1.0
linear_regression_univariate,traditional/bitcoin_price,3,226.68708974289675,28414370.503272373,42271489.02715195,1.8452394817187503,1.0
linear_regression_univariate,traditional/gas_sensor,3,0.0,0.0,0.0,0.0,1.0
linear_regression_univariate,traditional/oikolab_weather,3,24.934773234944988,4.544276622826743,5.459357287253236,0.2296230601446018,1.0
linear_regression_univariate,traditional/beijing_embassy,3,210.75551397162113,86.32124891466044,107.68978805695734,1.429673489516077,1.0
linear_regression_univariate,traditional/weather_mpi,3,991.4031903043948,362.18482576575826,399.9869221314766,2.622648874140921,1.0
linear_regression_univariate,traditional/causalrivers,3,287.74788318498025,0.2785013209855283,0.30178975817857734,2.4698441163496394,1.0
linear_regression_univariate,traditional/open_aq,3,39.72097464655524,21.963250191524164,28.283542755340875,0.362770072797509,1.0
linear_regression_univariate,traditional/beijing_aq,3,314.67698513075175,50.92766063422706,58.97582237563674,0.6546066601319942,1.0
linear_regression_univariate,traditional/traffic_PeMS,3,286.9238343022527,0.0249166613739268,0.03574952071406456,0.6348654140892765,1.0
linear_regression_univariate,traditional/paris_mobility,3,13.79515588145165,14247.884672572016,17049.284549691005,0.12499668337349867,1.0
linear_regression_univariate,traditional/blue_bikes,3,767.9938353028728,110.33333392519108,129.6268670579354,0.7686592175186814,1.0
linear_regression_univariate,traditional/tac,3,12580.891985194496,0.12747955580116674,0.13882124009728258,4.203230947687525,1.0
linear_regression_univariate,traditional/mta_ridership,3,29.94631499494315,588256.9578847542,746628.8205185131,0.2401166889821947,1.0
linear_regression_univariate,traditional/austin_water,1,18.30623480326607,442207427.2459255,568953559.2962214,0.20221456654821887,1.0
linear_regression_univariate,traditional/mn_interstate,3,158.96943113826495,1918.0201253089433,2130.8599985215446,0.56917747165517,1.0
linear_regression_univariate,traditional/rideshare/lyft,3,147.7620377970258,24.097046058111204,29.14731057122192,1.5997365009401847,1.0
linear_regression_univariate,traditional/rideshare/uber,3,149.92113622975614,14.69849564656604,17.47097686081205,1.6205028923313558,1.0
