model,dataset,windows,MAPE,MAE,RMSE,NMAE,univariate
linear_regression,sequential/cifar100_timeseries_csvs,3,1972.7716865416799,1.5030067811992651,2.238281832073614,12.358109197081921,0.0
linear_regression,sequential/KITTI,3,129.23888710431189,225.55108901201777,294.5590369874695,0.4353508252908099,0.0
linear_regression,sequential/ant_csv_out,3,47936.64438217083,0.9637647958344964,1.4000958554133565,53.04123044425237,0.0
linear_regression,sequential/hopper_csv_out,3,486857.1666448415,20.240256125498714,23.72319617842157,4.602166379348692,0.0
linear_regression,sequential/spriteworld,3,572.2405303692708,5.5152824730013315,6.106514795475564,-3.397529116067298,0.0
linear_regression,sequential/walker2d_csv_out,3,1281.4787545441939,16.037697475590367,18.1012989478196,-5.0528864895960295,0.0
linear_regression,sequential/cheetah_csv_out,3,1572.9995988444969,10.755736281744404,12.387103410980622,-120.73788281632467,0.0
linear_regression,sequential/openwebtext_timeseries_csvs,3,451.0046552901661,0.8602305418499633,1.0010674062590061,-4.257816959183114,0.0
linear_regression,synthetic/synthetic_scm/large_convlag_synin_s,3,81373.29115223784,23.57025599563306,27.300432502310944,-42.55418927829026,0.0
linear_regression,synthetic/synthetic_scm/medium_convlag_synin_s,3,863.4119211113112,2.711424182891502,3.252352362679945,-7.194187575609777,0.0
linear_regression,synthetic/synthetic_scm/medium_obslag_synin_s,3,14789.577317906202,40.87768940856653,47.080203176615065,-182.145252472126,0.0
linear_regression,synthetic/synthetic_scm/tiny_convlag_synin_ns,3,257447131.1248604,1724087.366010099,1988217.821338158,-1964970.0234264527,0.0
linear_regression,synthetic/synthetic_scm/tiny_obslag_synin_ns,3,865092576.2221438,712946.7972528273,821643.1630044089,-4616170.471867254,0.0
linear_regression,synthetic/dynamic_data_csvs,3,101907.22262286222,344.41746587053944,344.72603668596275,595.9608580632971,0.0
linear_regression,traditional/solar_alabama,3,319.2670855505983,4.3932173576585685,7.6865424037702175,1.1282623246839243,0.0
linear_regression,traditional/ecl,3,81.13507846050776,7.9330368516112655,10.370000583169238,0.6616468798242872,0.0
linear_regression,traditional/ny_electricity2025,3,10.31634011000362,1586.5445293790438,1887.0021370071925,0.10290766364617372,0.0
linear_regression,traditional/daily_electricity/al_daily,3,18.674068336909894,116238.69903785356,144093.2950601198,0.179431904015268,0.0
linear_regression,traditional/daily_electricity/az_daily,3,43.579149521240424,12561.66128235114,14510.51302790682,0.34195505152393596,0.0
linear_regression,traditional/daily_electricity/cal_daily,3,14.880206008961112,120743.47302043904,142381.23264583576,0.15619755723883413,0.0
linear_regression,traditional/daily_electricity/car_daily,3,18.533256511548416,111012.18689257621,136211.30208307898,0.1785252557685709,0.0
linear_regression,traditional/daily_electricity/co_daily,3,15.944017577397851,20469.114648897743,23614.379675077373,0.16292334915847606,0.0
linear_regression,traditional/daily_electricity/ne_daily,3,12.69153866227255,44495.527776760086,56861.10462806904,0.13594525451897813,0.0
linear_regression,traditional/daily_electricity/nm_daily,3,11.76591705534869,4991.218423422597,5904.657784595172,0.12518614377792603,0.0
linear_regression,traditional/daily_electricity/ny_daily,3,11.275507882370158,51838.19245226078,66316.05251293456,0.12184928542483713,0.0
linear_regression,traditional/daily_electricity/pa_daily,3,13.597370094732002,318264.91232370056,384984.72568436456,0.1429803898966736,0.0
linear_regression,traditional/daily_electricity/tn_daily,3,15.871382864647252,72910.50010452347,93324.10641020694,0.1628754831231427,0.0
linear_regression,traditional/daily_electricity/tx_daily,3,24.527111002255804,264887.62816818274,323381.8730675364,0.22722414849079678,0.0
linear_regression,traditional/ercot_load,3,26.178201500012758,1944.2243234775021,2134.8087275051544,0.25072522022181404,0.0
linear_regression,traditional/mds_microgrid,3,50.72923754805068,0.11290835425566974,0.14056481736563833,-0.5284872759991323,0.0
linear_regression,traditional/europe_electricity/central_electricity,3,15.226067611736141,0.5845663629991832,0.6668422400033908,0.14690800092387807,0.0
linear_regression,traditional/europe_electricity/eastern_electricity,3,24.107706007268973,0.334842308140819,0.378253122952864,0.21412720276066313,0.0
